type,latitude,longitude,altitude (m),name,desc,kml_folder
T,39.796743217,-86.238970485,223.7,,,
T,39.796767535,-86.238972394,223.7,,,
T,39.796795110,-86.238974415,223.7,,,
T,39.796819460,-86.238976330,223.6,,,
T,39.796848421,-86.238978038,223.4,,,
T,39.796876877,-86.238979760,223.2,,,
T,39.796906356,-86.238981501,223.0,,,
T,39.796936508,-86.238983326,222.8,,,
T,39.796966384,-86.238984718,222.5,,,
T,39.796999109,-86.238986184,222.3,,,
T,39.797027587,-86.238987581,222.0,,,
T,39.797055896,-86.238988951,221.8,,,
T,39.797087110,-86.238990025,221.6,,,
T,39.797115077,-86.238991372,221.9,,,
T,39.797151063,-86.238992565,222.2,,,
T,39.797180726,-86.238993253,222.4,,,
T,39.797208703,-86.238993478,222.6,,,
T,39.797243661,-86.238994681,222.9,,,
T,39.797275401,-86.238995028,223.2,,,
T,39.797306134,-86.238996083,223.5,,,
T,39.797335359,-86.238996681,223.7,,,
T,39.797362205,-86.238997610,223.9,,,
T,39.797392965,-86.238998641,224.0,,,
T,39.797423878,-86.238999279,224.0,,,
T,39.797455686,-86.238999633,224.0,,,
T,39.797484906,-86.239000624,224.0,,,
T,39.797515622,-86.239001316,224.1,,,
T,39.797541777,-86.239001842,224.1,,,
T,39.797570273,-86.239002827,224.1,,,
T,39.797599406,-86.239003410,224.1,,,
T,39.797631106,-86.239004074,224.1,,,
T,39.797664910,-86.239003780,224.1,,,
T,39.797701424,-86.239003979,224.1,,,
T,39.797730398,-86.239005035,224.1,,,
T,39.797758900,-86.239006406,224.1,,,
T,39.797790852,-86.239007274,224.1,,,
T,39.797819409,-86.239008030,224.1,,,
T,39.797851639,-86.239008938,224.1,,,
T,39.797886195,-86.239010143,224.1,,,
T,39.797918054,-86.239010954,224.1,,,
T,39.797946220,-86.239011034,224.1,,,
T,39.797976572,-86.239012463,224.1,,,
T,39.798005464,-86.239013901,224.1,,,
T,39.798034503,-86.239014957,224.1,,,
T,39.798063074,-86.239015761,224.1,,,
T,39.798094006,-86.239016297,224.1,,,
T,39.798122536,-86.239016866,224.1,,,
T,39.798156412,-86.239018553,224.2,,,
T,39.798186357,-86.239019513,224.2,,,
T,39.798214040,-86.239020544,224.2,,,
T,39.798240142,-86.239022549,224.2,,,
T,39.798269244,-86.239023780,224.2,,,
T,39.798302075,-86.239024890,224.2,,,
T,39.798331370,-86.239026456,224.2,,,
T,39.798361612,-86.239027866,224.3,,,
T,39.798392418,-86.239029076,224.3,,,
T,39.798424129,-86.239030203,224.3,,,
T,39.798457322,-86.239030912,224.3,,,
T,39.798489007,-86.239031310,224.3,,,
T,39.798518699,-86.239032373,224.3,,,
T,39.798546879,-86.239032929,224.3,,,
T,39.798575438,-86.239034141,224.3,,,
T,39.798600408,-86.239038193,224.3,,,
T,39.798628463,-86.239036034,224.3,,,
T,39.798657547,-86.239036713,224.4,,,
T,39.798689786,-86.239037653,224.4,,,
T,39.798726142,-86.239038357,224.4,,,
T,39.798760239,-86.239038174,224.4,,,
T,39.798789105,-86.239038461,224.4,,,
T,39.798816761,-86.239038525,224.5,,,
T,39.798852002,-86.239040007,224.5,,,
T,39.798878288,-86.239040464,224.5,,,
T,39.798905811,-86.239041321,224.5,,,
T,39.798936925,-86.239039792,224.6,,,
T,39.798960963,-86.239035596,224.6,,,
T,39.798980627,-86.239028098,224.6,,,
T,39.798996888,-86.239017971,224.6,,,
T,39.799008585,-86.239007996,224.6,,,
T,39.799024284,-86.238992730,224.5,,,
T,39.799036628,-86.238977276,224.5,,,
T,39.799047331,-86.238958769,224.4,,,
T,39.799055662,-86.238940978,224.4,,,
T,39.799064409,-86.238919844,224.3,,,
T,39.799072171,-86.238897858,224.2,,,
T,39.799078190,-86.238879125,224.1,,,
T,39.799086586,-86.238851857,224.0,,,
T,39.799092744,-86.238825829,223.9,,,
T,39.799099616,-86.238796716,223.7,,,
T,39.799104393,-86.238770314,223.6,,,
T,39.799109375,-86.238741644,223.5,,,
T,39.799113523,-86.238714112,223.4,,,
T,39.799117537,-86.238688693,223.4,,,
T,39.799121136,-86.238664746,223.4,,,
T,39.799126868,-86.238621924,223.3,,,
T,39.799130238,-86.238588618,223.3,,,
T,39.799131891,-86.238559585,223.2,,,
T,39.799131709,-86.238530791,223.2,,,
T,39.799129862,-86.238502741,223.1,,,
T,39.799128217,-86.238477080,223.1,,,
T,39.799125709,-86.238449704,223.1,,,
T,39.799123900,-86.238427252,223.2,,,
T,39.799123106,-86.238402425,223.2,,,
T,39.799123568,-86.238376014,223.2,,,
T,39.799125785,-86.238344346,223.3,,,
T,39.799129066,-86.238312189,223.3,,,
T,39.799133158,-86.238282479,223.3,,,
T,39.799138336,-86.238247284,223.4,,,
T,39.799143834,-86.238211787,223.4,,,
T,39.799150099,-86.238178822,223.4,,,
T,39.799156416,-86.238148883,223.5,,,
T,39.799164712,-86.238113917,223.6,,,
T,39.799174526,-86.238076744,223.6,,,
T,39.799183716,-86.238046028,223.7,,,
T,39.799193961,-86.238015153,223.8,,,
T,39.799205260,-86.237986920,223.8,,,
T,39.799216648,-86.237961576,223.9,,,
T,39.799231264,-86.237934310,223.9,,,
T,39.799246212,-86.237912263,223.9,,,
T,39.799264386,-86.237888985,224.0,,,
T,39.799283523,-86.237867176,224.0,,,
T,39.799302023,-86.237848201,224.0,,,
T,39.799320703,-86.237830868,224.0,,,
T,39.799340365,-86.237814102,224.0,,,
T,39.799356949,-86.237801132,224.1,,,
T,39.799375309,-86.237789757,224.1,,,
T,39.799392152,-86.237779274,224.1,,,
T,39.799410491,-86.237768706,224.1,,,
T,39.799428515,-86.237760537,224.1,,,
T,39.799445246,-86.237753691,224.1,,,
T,39.799462638,-86.237746822,224.1,,,
T,39.799479758,-86.237741054,224.1,,,
T,39.799495129,-86.237736156,224.1,,,
T,39.799512923,-86.237730603,224.1,,,
T,39.799530253,-86.237725236,224.1,,,
T,39.799546128,-86.237720606,224.1,,,
T,39.799562275,-86.237716458,224.1,,,
T,39.799574733,-86.237713650,224.1,,,
T,39.799587046,-86.237711116,224.1,,,
T,39.799599185,-86.237708995,224.1,,,
T,39.799612027,-86.237706967,224.1,,,
T,39.799624696,-86.237705396,224.1,,,
T,39.799637179,-86.237703690,224.1,,,
T,39.799648319,-86.237702195,224.1,,,
T,39.799660225,-86.237700451,224.1,,,
T,39.799671104,-86.237698752,224.1,,,
T,39.799683249,-86.237697068,224.1,,,
T,39.799695549,-86.237695478,224.1,,,
T,39.799708003,-86.237693846,224.1,,,
T,39.799718214,-86.237692684,224.0,,,
T,39.799729320,-86.237691504,224.0,,,
T,39.799743242,-86.237690198,224.0,,,
T,39.799755772,-86.237689455,224.0,,,
T,39.799768780,-86.237688877,224.0,,,
T,39.799780394,-86.237688344,224.0,,,
T,39.799795287,-86.237687547,224.0,,,
T,39.799810895,-86.237686761,224.0,,,
T,39.799826364,-86.237685715,224.0,,,
T,39.799842253,-86.237685285,224.0,,,
T,39.799859586,-86.237684300,224.0,,,
T,39.799878679,-86.237682405,223.9,,,
T,39.799897862,-86.237680121,223.9,,,
T,39.799917956,-86.237677773,223.9,,,
T,39.799934268,-86.237675709,223.9,,,
T,39.799949978,-86.237673625,223.9,,,
T,39.799964044,-86.237671333,223.9,,,
T,39.799980137,-86.237668158,223.9,,,
T,39.799994616,-86.237665457,223.8,,,
T,39.800008291,-86.237662905,223.8,,,
T,39.800022892,-86.237660016,223.8,,,
T,39.800038603,-86.237656758,223.8,,,
T,39.800053446,-86.237653628,223.8,,,
T,39.800069412,-86.237650204,223.8,,,
T,39.800083985,-86.237647189,223.8,,,
T,39.800100525,-86.237643175,223.7,,,
T,39.800113936,-86.237640035,223.7,,,
T,39.800128607,-86.237636252,223.7,,,
T,39.800144073,-86.237632365,223.7,,,
T,39.800158688,-86.237628307,223.7,,,
T,39.800173204,-86.237624269,223.7,,,
T,39.800188377,-86.237620698,223.7,,,
T,39.800205508,-86.237616324,223.7,,,
T,39.800223154,-86.237611260,223.7,,,
T,39.800238157,-86.237607365,223.7,,,
T,39.800274132,-86.237594985,223.7,,,
T,39.800291673,-86.237589425,223.7,,,
T,39.800306940,-86.237584575,223.7,,,
T,39.800328336,-86.237577704,223.7,,,
T,39.800345670,-86.237572007,223.7,,,
T,39.800359206,-86.237567316,223.7,,,
T,39.800372610,-86.237563081,223.7,,,
T,39.800388194,-86.237557815,223.7,,,
T,39.800402245,-86.237553046,223.7,,,
T,39.800414904,-86.237548566,223.7,,,
T,39.800426209,-86.237544204,223.7,,,
T,39.800437886,-86.237539782,223.7,,,
T,39.800448255,-86.237535605,223.7,,,
T,39.800461106,-86.237530441,223.8,,,
T,39.800471847,-86.237525122,223.8,,,
T,39.800484641,-86.237518364,223.8,,,
T,39.800497869,-86.237510982,223.8,,,
T,39.800510669,-86.237503657,223.8,,,
T,39.800523875,-86.237496390,223.8,,,
T,39.800534865,-86.237490465,223.8,,,
T,39.800545940,-86.237484881,223.8,,,
T,39.800557596,-86.237478656,223.8,,,
T,39.800568657,-86.237472342,223.8,,,
T,39.800579732,-86.237465540,223.8,,,
T,39.800590541,-86.237458245,223.8,,,
T,39.800601901,-86.237450731,223.8,,,
T,39.800613461,-86.237442615,223.8,,,
T,39.800624876,-86.237435022,223.8,,,
T,39.800635951,-86.237427740,223.8,,,
T,39.800647084,-86.237420767,223.7,,,
T,39.800657420,-86.237413741,223.7,,,
T,39.800669644,-86.237404674,223.7,,,
T,39.800681078,-86.237395652,223.7,,,
T,39.800693182,-86.237385209,223.7,,,
T,39.800708660,-86.237370430,223.7,,,
T,39.800722085,-86.237356321,223.7,,,
T,39.800733804,-86.237343538,223.7,,,
T,39.800745349,-86.237331447,223.7,,,
T,39.800756128,-86.237319258,223.7,,,
T,39.800766666,-86.237307350,223.7,,,
T,39.800778245,-86.237294668,223.7,,,
T,39.800789118,-86.237282832,223.7,,,
T,39.800800191,-86.237270435,223.7,,,
T,39.800811478,-86.237256975,223.7,,,
T,39.800821784,-86.237244106,223.7,,,
T,39.800833299,-86.237228337,223.7,,,
T,39.800844904,-86.237212853,223.7,,,
T,39.800856055,-86.237196711,223.7,,,
T,39.800867505,-86.237179913,223.7,,,
T,39.800878031,-86.237163593,223.7,,,
T,39.800889948,-86.237144810,223.7,,,
T,39.800899970,-86.237127776,223.7,,,
T,39.800909686,-86.237111615,223.8,,,
T,39.800917824,-86.237096955,223.8,,,
T,39.800926784,-86.237081812,223.8,,,
T,39.800935666,-86.237065765,223.8,,,
T,39.800944213,-86.237048521,223.8,,,
T,39.800952423,-86.237032154,223.8,,,
T,39.800959979,-86.237017724,223.8,,,
T,39.800968500,-86.236999691,223.8,,,
T,39.800977212,-86.236981554,223.8,,,
T,39.800986352,-86.236961634,223.8,,,
T,39.800995709,-86.236940476,223.8,,,
T,39.801003533,-86.236922668,223.7,,,
T,39.801010029,-86.236908098,223.7,,,
T,39.801016381,-86.236894352,223.7,,,
T,39.801022463,-86.236880604,223.7,,,
T,39.801028681,-86.236865598,223.7,,,
T,39.801034579,-86.236851397,223.7,,,
T,39.801041055,-86.236835577,223.7,,,
T,39.801047665,-86.236820493,223.7,,,
T,39.801053613,-86.236806317,223.7,,,
T,39.801060204,-86.236791868,223.7,,,
T,39.801066393,-86.236777796,223.7,,,
T,39.801072258,-86.236763687,223.7,,,
T,39.801078425,-86.236750165,223.7,,,
T,39.801084790,-86.236735349,223.7,,,
T,39.801090409,-86.236721452,223.7,,,
T,39.801095366,-86.236708914,223.7,,,
T,39.801101250,-86.236695356,223.7,,,
T,39.801107128,-86.236682072,223.7,,,
T,39.801113142,-86.236668117,223.7,,,
T,39.801118366,-86.236655042,223.7,,,
T,39.801123446,-86.236642207,223.7,,,
T,39.801129212,-86.236627361,223.7,,,
T,39.801135617,-86.236612281,223.7,,,
T,39.801142917,-86.236595442,223.8,,,
T,39.801148038,-86.236582450,223.8,,,
T,39.801153132,-86.236569719,223.8,,,
T,39.801158771,-86.236556179,223.8,,,
T,39.801163982,-86.236543677,223.8,,,
T,39.801169526,-86.236531430,223.8,,,
T,39.801174877,-86.236518179,223.8,,,
T,39.801181130,-86.236503244,223.8,,,
T,39.801188639,-86.236486280,223.8,,,
T,39.801195442,-86.236471112,223.8,,,
T,39.801201273,-86.236458030,223.8,,,
T,39.801206714,-86.236445783,223.8,,,
T,39.801212175,-86.236431577,223.8,,,
T,39.801217487,-86.236416342,223.8,,,
T,39.801222298,-86.236400725,223.8,,,
T,39.801226141,-86.236384444,223.8,,,
T,39.801228976,-86.236368781,223.8,,,
T,39.801231814,-86.236353670,223.8,,,
T,39.801234143,-86.236337686,223.8,,,
T,39.801236038,-86.236321380,223.8,,,
T,39.801237562,-86.236303873,223.8,,,
T,39.801238156,-86.236287093,223.8,,,
T,39.801237733,-86.236266727,223.8,,,
T,39.801237162,-86.236245625,223.8,,,
T,39.801236471,-86.236227454,223.8,,,
T,39.801235271,-86.236208378,223.8,,,
T,39.801234030,-86.236192867,223.8,,,
T,39.801232675,-86.236175902,223.8,,,
T,39.801231265,-86.236158695,223.8,,,
T,39.801229797,-86.236142722,223.8,,,
T,39.801228083,-86.236124549,223.8,,,
T,39.801225909,-86.236107182,223.8,,,
T,39.801223838,-86.236090730,223.8,,,
T,39.801221042,-86.236072862,223.8,,,
T,39.801217633,-86.236053460,223.8,,,
T,39.801214195,-86.236037569,223.8,,,
T,39.801210043,-86.236020357,223.8,,,
T,39.801205365,-86.236005489,223.8,,,
T,39.801200890,-86.235991928,223.7,,,
T,39.801196138,-86.235978170,223.7,,,
T,39.801191221,-86.235965240,223.7,,,
T,39.801185875,-86.235951072,223.7,,,
T,39.801180450,-86.235936962,223.7,,,
T,39.801174958,-86.235923124,223.7,,,
T,39.801167929,-86.235908179,223.7,,,
T,39.801160942,-86.235892369,223.7,,,
T,39.801153312,-86.235878232,223.7,,,
T,39.801145369,-86.235862949,223.7,,,
T,39.801138776,-86.235851236,223.7,,,
T,39.801131860,-86.235839069,223.7,,,
T,39.801124045,-86.235826575,223.7,,,
T,39.801116370,-86.235815151,223.7,,,
T,39.801108135,-86.235802374,223.6,,,
T,39.801099439,-86.235789132,223.6,,,
T,39.801091029,-86.235777324,223.6,,,
T,39.801082238,-86.235765466,223.6,,,
T,39.801072996,-86.235753071,223.6,,,
T,39.801063900,-86.235741263,223.6,,,
T,39.801054847,-86.235730372,223.6,,,
T,39.801044370,-86.235718056,223.6,,,
T,39.801034221,-86.235706943,223.6,,,
T,39.801024424,-86.235696131,223.6,,,
T,39.801012655,-86.235684087,223.6,,,
T,39.801003458,-86.235675214,223.6,,,
T,39.800993293,-86.235666753,223.6,,,
T,39.800981629,-86.235656960,223.6,,,
T,39.800971451,-86.235648927,223.5,,,
T,39.800962804,-86.235642267,223.6,,,
T,39.800954066,-86.235635825,223.6,,,
T,39.800944449,-86.235629161,223.6,,,
T,39.800932042,-86.235621181,223.6,,,
T,39.800918894,-86.235613141,223.6,,,
T,39.800907610,-86.235606243,223.6,,,
T,39.800896624,-86.235599744,223.6,,,
T,39.800885917,-86.235594075,223.6,,,
T,39.800874956,-86.235588424,223.6,,,
T,39.800864098,-86.235583599,223.6,,,
T,39.800852287,-86.235578870,223.6,,,
T,39.800840195,-86.235574174,223.6,,,
T,39.800828062,-86.235569159,223.6,,,
T,39.800816096,-86.235564414,223.6,,,
T,39.800803245,-86.235559469,223.6,,,
T,39.800791871,-86.235554880,223.6,,,
T,39.800779215,-86.235549946,223.6,,,
T,39.800765280,-86.235544515,223.6,,,
T,39.800750674,-86.235541066,223.6,,,
T,39.800735924,-86.235538608,223.6,,,
T,39.800723870,-86.235536607,223.6,,,
T,39.800710224,-86.235534314,223.6,,,
T,39.800695404,-86.235531379,223.6,,,
T,39.800681190,-86.235528944,223.6,,,
T,39.800669570,-86.235526950,223.6,,,
T,39.800653735,-86.235525969,223.6,,,
T,39.800639535,-86.235526575,223.6,,,
T,39.800624848,-86.235527009,223.6,,,
T,39.800611037,-86.235527069,223.6,,,
T,39.800597515,-86.235527114,223.6,,,
T,39.800581115,-86.235527525,223.6,,,
T,39.800567303,-86.235527831,223.6,,,
T,39.800554699,-86.235527739,223.6,,,
T,39.800541773,-86.235528160,223.6,,,
T,39.800528915,-86.235528166,223.6,,,
T,39.800515403,-86.235528838,223.6,,,
T,39.800501782,-86.235529593,223.6,,,
T,39.800488578,-86.235530484,223.6,,,
T,39.800474828,-86.235531137,223.6,,,
T,39.800460949,-86.235531566,223.6,,,
T,39.800448082,-86.235532124,223.6,,,
T,39.800435075,-86.235533260,223.6,,,
T,39.800421439,-86.235533948,223.6,,,
T,39.800409445,-86.235534248,223.6,,,
T,39.800396852,-86.235534770,223.6,,,
T,39.800384011,-86.235535088,223.6,,,
T,39.800371128,-86.235535608,223.6,,,
T,39.800359023,-86.235536658,223.6,,,
T,39.800347148,-86.235537858,223.6,,,
T,39.800336563,-86.235539030,223.5,,,
T,39.800325756,-86.235539551,223.5,,,
T,39.800316139,-86.235539599,223.5,,,
T,39.800305657,-86.235539957,223.5,,,
T,39.800296411,-86.235540108,223.5,,,
T,39.800286840,-86.235540114,223.5,,,
T,39.800277379,-86.235540108,223.5,,,
T,39.800268422,-86.235539943,223.5,,,
T,39.800259391,-86.235539669,223.5,,,
T,39.800248673,-86.235539356,223.5,,,
T,39.800239626,-86.235539427,223.5,,,
T,39.800229760,-86.235539259,223.5,,,
T,39.800218772,-86.235539054,223.5,,,
T,39.800208221,-86.235538906,223.5,,,
T,39.800197161,-86.235538699,223.5,,,
T,39.800186973,-86.235538465,223.4,,,
T,39.800175761,-86.235538489,223.4,,,
T,39.800164870,-86.235538580,223.4,,,
T,39.800154845,-86.235538758,223.4,,,
T,39.800145699,-86.235539010,223.4,,,
T,39.800136388,-86.235538894,223.4,,,
T,39.800128334,-86.235539127,223.4,,,
T,39.800120396,-86.235538880,223.4,,,
T,39.800112078,-86.235539051,223.4,,,
T,39.800104032,-86.235539202,223.4,,,
T,39.800095366,-86.235538969,223.4,,,
T,39.800086415,-86.235538789,223.4,,,
T,39.800078622,-86.235538562,223.4,,,
T,39.800070644,-86.235538320,223.4,,,
T,39.800062219,-86.235538040,223.4,,,
T,39.800052930,-86.235537775,223.4,,,
T,39.800045016,-86.235537433,223.4,,,
T,39.800037971,-86.235537138,223.4,,,
T,39.800031090,-86.235537018,223.4,,,
T,39.800024362,-86.235536835,223.4,,,
T,39.800017524,-86.235536793,223.5,,,
T,39.800011473,-86.235536495,223.5,,,
T,39.800003597,-86.235536531,223.5,,,
T,39.799991201,-86.235536211,223.5,,,
T,39.799979825,-86.235536508,223.5,,,
T,39.799969279,-86.235536726,223.5,,,
T,39.799958388,-86.235536452,223.5,,,
T,39.799946033,-86.235535872,223.5,,,
T,39.799933812,-86.235535468,223.5,,,
T,39.799921995,-86.235535018,223.5,,,
T,39.799910211,-86.235534153,223.5,,,
T,39.799897083,-86.235532944,223.5,,,
T,39.799885284,-86.235531065,223.5,,,
T,39.799873200,-86.235528034,223.5,,,
T,39.799861200,-86.235524149,223.5,,,
T,39.799848389,-86.235518785,223.5,,,
T,39.799834989,-86.235513010,223.5,,,
T,39.799820996,-86.235505584,223.5,,,
T,39.799808053,-86.235498208,223.5,,,
T,39.799798605,-86.235492731,223.5,,,
T,39.799788374,-86.235486865,223.5,,,
T,39.799777445,-86.235480914,223.5,,,
T,39.799767517,-86.235475084,223.5,,,
T,39.799756337,-86.235468264,223.5,,,
T,39.799745535,-86.235461865,223.5,,,
T,39.799734480,-86.235455114,223.5,,,
T,39.799723434,-86.235448518,223.5,,,
T,39.799712369,-86.235442276,223.5,,,
T,39.799700597,-86.235435147,223.5,,,
T,39.799689797,-86.235428137,223.5,,,
T,39.799679328,-86.235421600,223.5,,,
T,39.799668453,-86.235414934,223.5,,,
T,39.799657129,-86.235407633,223.5,,,
T,39.799644516,-86.235399494,223.5,,,
T,39.799633789,-86.235392318,223.5,,,
T,39.799621935,-86.235383908,223.5,,,
T,39.799609579,-86.235375114,223.5,,,
T,39.799596904,-86.235365538,223.6,,,
T,39.799584267,-86.235355353,223.6,,,
T,39.799573765,-86.235346186,223.6,,,
T,39.799563086,-86.235336392,223.6,,,
T,39.799546179,-86.235320543,223.6,,,
T,39.799530179,-86.235303935,223.7,,,
T,39.799515733,-86.235287984,223.7,,,
T,39.799503030,-86.235273295,223.7,,,
T,39.799490037,-86.235258138,223.7,,,
T,39.799476210,-86.235243943,223.7,,,
T,39.799464625,-86.235233536,223.8,,,
T,39.799453707,-86.235224605,223.8,,,
T,39.799441132,-86.235215224,223.8,,,
T,39.799427084,-86.235204977,223.8,,,
T,39.799415781,-86.235197665,223.8,,,
T,39.799402518,-86.235189573,223.8,,,
T,39.799389318,-86.235182501,223.8,,,
T,39.799373894,-86.235174275,223.8,,,
T,39.799359194,-86.235166768,223.9,,,
T,39.799344336,-86.235158616,223.9,,,
T,39.799328845,-86.235149972,223.9,,,
T,39.799312593,-86.235141255,223.9,,,
T,39.799294949,-86.235132229,223.9,,,
T,39.799275431,-86.235122686,223.9,,,
T,39.799256406,-86.235115445,223.9,,,
T,39.799237370,-86.235109267,223.9,,,
T,39.799217320,-86.235103024,223.9,,,
T,39.799197675,-86.235098243,223.9,,,
T,39.799178959,-86.235094520,223.9,,,
T,39.799159420,-86.235091664,223.8,,,
T,39.799138419,-86.235089251,223.8,,,
T,39.799117857,-86.235087243,223.8,,,
T,39.799095914,-86.235086035,223.8,,,
